date,Supplemntal Nutrition Assistance Program,Food bank,Soup kitchen,Electronic Benefit Transfer
2018-01-01,32.0,0.0,0.0,0.0
2018-02-01,39.0,0.0,0.0,11.0
2018-03-01,0.0,0.0,36.0,0.0
2018-04-01,43.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0
2018-07-01,58.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,0.0
2018-10-01,21.0,0.0,0.0,20.0
2018-11-01,0.0,0.0,0.0,24.0
2018-12-01,32.0,0.0,0.0,26.0
2019-01-01,63.333333333333336,0.0,0.0,26.0
2019-02-01,62.22222222222223,0.0,0.0,0.0
2019-03-01,0.0,55.42168674698796,0.0,0.0
2019-04-01,26.666666666666668,0.0,0.0,0.0
2019-05-01,23.333333333333336,0.0,0.0,0.0
2019-06-01,24.444444444444446,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0
2019-09-01,38.88888888888889,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0
2019-11-01,28.88888888888889,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0
2020-01-01,18.0,0.0,0.0,0.0
2020-02-01,31.0,0.0,0.0,0.0
2020-03-01,30.0,0.0,0.0,0.0
2020-04-01,45.0,44.022242817423546,0.0,0.0
2020-05-01,39.0,0.0,0.0,0.0
2020-06-01,46.0,0.0,0.0,20.0
2020-07-01,45.0,37.0713623725672,0.0,0.0
2020-08-01,31.0,0.0,0.0,14.0
2020-09-01,30.0,0.0,0.0,0.0
2020-10-01,51.0,46.33920296570899,0.0,29.0
2020-11-01,34.5,23.169601482854496,0.0,0.0
2020-12-01,26.0,18.0,0.0,30.588235294117645
2021-01-01,33.0,0.0,0.0,16.823529411764703
2021-02-01,37.0,0.0,0.0,15.294117647058822
2021-03-01,0.0,0.0,0.0,0.0
2021-04-01,28.0,0.0,0.0,0.0
2021-05-01,37.0,21.0,0.0,22.941176470588232
2021-06-01,62.0,0.0,0.0,47.41176470588235
2021-07-01,69.0,0.0,0.0,29.05882352941176
2021-08-01,49.0,0.0,0.0,21.41176470588235
2021-09-01,20.0,0.0,0.0,18.352941176470587
2021-10-01,0.0,0.0,0.0,26.0
2021-11-01,0.0,0.0,0.0,0.0
2021-12-01,40.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0
2022-02-01,55.05882352941177,0.0,0.0,5.0
2022-03-01,44.47058823529412,0.0,0.0,14.0
2022-04-01,48.70588235294117,0.0,0.0,14.0
2022-05-01,55.05882352941177,16.0,0.0,0.0
2022-06-01,73.05882352941177,16.0,0.0,0.0
2022-07-01,29.647058823529413,22.0,0.0,0.0
2022-08-01,42.35294117647059,0.0,0.0,10.0
2022-09-01,76.23529411764706,24.0,0.0,13.0
2022-10-01,28.58823529411765,0.0,22.0,12.0
2022-11-01,34.94117647058824,0.0,0.0,0.0
2022-12-01,47.64705882352941,18.0,0.0,16.0
2023-01-01,39.55172413793103,0.0,0.0,16.0
2023-02-01,19.241379310344826,0.0,0.0,0.0
2023-03-01,29.93103448275862,0.0,0.0,0.0
2023-04-01,29.93103448275862,0.0,0.0,0.0
2023-05-01,45.96551724137931,246.6441448174833,0.0,0.0
2023-06-01,45.96551724137931,0.0,0.0,0.0
2023-07-01,28.86206896551724,0.0,0.0,0.0
2023-08-01,27.79310344827586,239.1700798230141,0.0,0.0
2023-09-01,0.0,156.955364883853,0.0,0.0
2023-10-01,17.103448275862068,179.37755986726057,0.0,17.0
2023-11-01,38.48275862068965,0.0,0.0,17.0
2023-12-01,31.0,0.0,0.0,17.0
2024-01-01,28.86206896551724,0.0,0.0,0.0
2024-02-01,40.62068965517241,0.0,0.0,22.0
