date,2020-01-01,2021-01-01,2022-01-01
2018-12-30,38.0,38.0,38
2019-01-06,59.0,59.0,59
2019-01-13,100.0,100.0,100
2019-01-20,58.0,58.0,58
2019-01-27,37.0,37.0,37
2019-02-03,33.0,33.0,33
2019-02-10,31.0,31.0,31
2019-02-17,41.0,41.0,41
2019-02-24,33.0,33.0,33
2019-03-03,26.0,26.0,26
2019-03-10,28.0,28.0,28
2019-03-17,24.0,24.0,24
2019-03-24,24.0,24.0,24
2019-03-31,22.0,22.0,22
2019-04-07,20.0,20.0,20
2019-04-14,21.0,21.0,21
2019-04-21,23.0,23.0,23
2019-04-28,29.0,29.0,29
2019-05-05,35.0,35.0,35
2019-05-12,35.0,35.0,35
2019-05-19,25.0,25.0,25
2019-05-26,27.0,27.0,27
2019-06-02,42.0,42.0,42
2019-06-09,45.0,45.0,45
2019-06-16,36.0,36.0,36
2019-06-23,26.0,26.0,26
2019-06-30,38.0,38.0,38
2019-07-07,30.0,30.0,30
2019-07-14,36.0,36.0,36
2019-07-21,42.0,42.0,42
2019-07-28,39.0,39.0,39
2019-08-04,43.0,43.0,43
2019-08-11,31.0,31.0,31
2019-08-18,25.0,25.0,25
2019-08-25,26.0,26.0,26
2019-09-01,27.0,27.0,27
2019-09-08,37.0,37.0,37
2019-09-15,20.0,20.0,20
2019-09-22,25.0,25.0,25
2019-09-29,31.0,31.0,31
2019-10-06,28.0,28.0,28
2019-10-13,27.0,27.0,27
2019-10-20,22.0,22.0,22
2019-10-27,26.0,26.0,26
2019-11-03,37.0,37.0,37
2019-11-10,30.0,30.0,30
2019-11-17,29.0,29.0,29
2019-11-24,23.0,23.0,23
2019-12-01,54.0,54.0,54
2019-12-08,32.0,32.0,32
2019-12-15,32.0,32.0,32
2019-12-22,19.0,19.0,19
2019-12-29,22.0,22.0,22
2020-01-05,,31.0,31
2020-01-12,,33.0,33
2020-01-19,,27.0,27
2020-01-26,,19.0,19
2020-02-02,,29.0,29
2020-02-09,,26.0,26
2020-02-16,,26.0,26
2020-02-23,,22.0,22
2020-03-01,,26.0,26
2020-03-08,,30.0,30
2020-03-15,,34.0,34
2020-03-22,,54.0,54
2020-03-29,,63.0,63
2020-04-05,,64.0,64
2020-04-12,,82.0,82
2020-04-19,,46.0,46
2020-04-26,,55.0,55
2020-05-03,,50.0,50
2020-05-10,,51.0,51
2020-05-17,,52.0,52
2020-05-24,,47.0,47
2020-05-31,,42.0,42
2020-06-07,,43.0,43
2020-06-14,,32.0,32
2020-06-21,,30.0,30
2020-06-28,,39.0,39
2020-07-05,,43.0,43
2020-07-12,,38.0,38
2020-07-19,,34.0,34
2020-07-26,,38.0,38
2020-08-02,,47.0,47
2020-08-09,,38.0,38
2020-08-16,,37.0,37
2020-08-23,,35.0,35
2020-08-30,,32.0,32
2020-09-06,,34.0,34
2020-09-13,,33.0,33
2020-09-20,,31.0,31
2020-09-27,,28.0,28
2020-10-04,,29.0,29
2020-10-11,,44.0,44
2020-10-18,,42.0,42
2020-10-25,,32.0,32
2020-11-01,,32.0,32
2020-11-08,,38.0,38
2020-11-15,,42.0,42
2020-11-22,,31.0,31
2020-11-29,,39.0,39
2020-12-06,,31.0,31
2020-12-13,,48.0,48
2020-12-20,,36.0,36
2020-12-27,,30.0,30
2021-01-03,,,44
2021-01-10,,,35
2021-01-17,,,36
2021-01-24,,,43
2021-01-31,,,50
2021-02-07,,,43
2021-02-14,,,34
2021-02-21,,,32
2021-02-28,,,40
2021-03-07,,,43
2021-03-14,,,37
2021-03-21,,,31
2021-03-28,,,33
2021-04-04,,,43
2021-04-11,,,29
2021-04-18,,,30
2021-04-25,,,26
2021-05-02,,,29
2021-05-09,,,33
2021-05-16,,,32
2021-05-23,,,33
2021-05-30,,,40
2021-06-06,,,34
2021-06-13,,,40
2021-06-20,,,31
2021-06-27,,,36
2021-07-04,,,33
2021-07-11,,,45
2021-07-18,,,45
2021-07-25,,,38
2021-08-01,,,36
2021-08-08,,,42
2021-08-15,,,62
2021-08-22,,,35
2021-08-29,,,41
2021-09-05,,,53
2021-09-12,,,26
2021-09-19,,,41
2021-09-26,,,42
2021-10-03,,,56
2021-10-10,,,47
2021-10-17,,,52
2021-10-24,,,42
2021-10-31,,,51
2021-11-07,,,49
2021-11-14,,,48
2021-11-21,,,34
2021-11-28,,,45
2021-12-05,,,53
2021-12-12,,,38
2021-12-19,,,29
2021-12-26,,,37
