date,2020-01-01,2021-01-01,2022-01-01
2018-12-30,44.0,21.0,21
2019-01-06,81.0,39.0,39
2019-01-13,100.0,48.0,48
2019-01-20,67.0,32.0,32
2019-01-27,38.0,18.0,18
2019-02-03,38.0,19.0,19
2019-02-10,43.0,21.0,21
2019-02-17,46.0,22.0,22
2019-02-24,38.0,18.0,18
2019-03-03,41.0,20.0,20
2019-03-10,41.0,20.0,20
2019-03-17,31.0,15.0,15
2019-03-24,36.0,17.0,17
2019-03-31,39.0,19.0,19
2019-04-07,40.0,19.0,19
2019-04-14,33.0,16.0,16
2019-04-21,32.0,16.0,16
2019-04-28,32.0,16.0,16
2019-05-05,36.0,17.0,17
2019-05-12,40.0,19.0,19
2019-05-19,44.0,21.0,21
2019-05-26,42.0,20.0,20
2019-06-02,45.0,22.0,22
2019-06-09,46.0,22.0,22
2019-06-16,43.0,21.0,21
2019-06-23,41.0,20.0,20
2019-06-30,45.0,21.0,21
2019-07-07,53.0,25.0,25
2019-07-14,43.0,21.0,21
2019-07-21,52.0,25.0,25
2019-07-28,46.0,22.0,22
2019-08-04,50.0,24.0,24
2019-08-11,51.0,24.0,24
2019-08-18,40.0,19.0,19
2019-08-25,42.0,20.0,20
2019-09-01,48.0,23.0,23
2019-09-08,43.0,21.0,21
2019-09-15,50.0,24.0,24
2019-09-22,49.0,24.0,24
2019-09-29,44.0,21.0,21
2019-10-06,48.0,23.0,23
2019-10-13,42.0,20.0,20
2019-10-20,36.0,18.0,18
2019-10-27,36.0,17.0,17
2019-11-03,43.0,21.0,21
2019-11-10,39.0,19.0,19
2019-11-17,38.0,18.0,18
2019-11-24,28.0,13.0,13
2019-12-01,53.0,26.0,26
2019-12-08,46.0,22.0,22
2019-12-15,36.0,18.0,18
2019-12-22,33.0,16.0,16
2019-12-29,44.0,21.0,21
2020-01-05,,22.0,22
2020-01-12,,23.0,23
2020-01-19,,19.0,19
2020-01-26,,19.0,19
2020-02-02,,18.0,18
2020-02-09,,19.0,19
2020-02-16,,19.0,19
2020-02-23,,16.0,16
2020-03-01,,19.0,19
2020-03-08,,24.0,24
2020-03-15,,64.0,64
2020-03-22,,61.0,61
2020-03-29,,75.0,75
2020-04-05,,96.0,96
2020-04-12,,100.0,100
2020-04-19,,66.0,66
2020-04-26,,45.0,45
2020-05-03,,43.0,43
2020-05-10,,56.0,56
2020-05-17,,49.0,49
2020-05-24,,37.0,37
2020-05-31,,43.0,43
2020-06-07,,39.0,39
2020-06-14,,37.0,37
2020-06-21,,38.0,38
2020-06-28,,44.0,44
2020-07-05,,39.0,39
2020-07-12,,30.0,30
2020-07-19,,33.0,33
2020-07-26,,35.0,35
2020-08-02,,35.0,35
2020-08-09,,36.0,36
2020-08-16,,33.0,33
2020-08-23,,29.0,29
2020-08-30,,34.0,34
2020-09-06,,29.0,29
2020-09-13,,25.0,25
2020-09-20,,24.0,24
2020-09-27,,32.0,32
2020-10-04,,31.0,31
2020-10-11,,35.0,35
2020-10-18,,30.0,30
2020-10-25,,33.0,33
2020-11-01,,36.0,36
2020-11-08,,40.0,40
2020-11-15,,33.0,33
2020-11-22,,23.0,23
2020-11-29,,35.0,35
2020-12-06,,30.0,30
2020-12-13,,29.0,29
2020-12-20,,22.0,22
2020-12-27,,29.0,29
2021-01-03,,,36
2021-01-10,,,42
2021-01-17,,,39
2021-01-24,,,35
2021-01-31,,,35
2021-02-07,,,35
2021-02-14,,,50
2021-02-21,,,83
2021-02-28,,,48
2021-03-07,,,40
2021-03-14,,,28
2021-03-21,,,23
2021-03-28,,,27
2021-04-04,,,28
2021-04-11,,,27
2021-04-18,,,27
2021-04-25,,,25
2021-05-02,,,23
2021-05-09,,,27
2021-05-16,,,27
2021-05-23,,,71
2021-05-30,,,61
2021-06-06,,,42
2021-06-13,,,36
2021-06-20,,,41
2021-06-27,,,37
2021-07-04,,,38
2021-07-11,,,40
2021-07-18,,,35
2021-07-25,,,37
2021-08-01,,,43
2021-08-08,,,43
2021-08-15,,,50
2021-08-22,,,38
2021-08-29,,,55
2021-09-05,,,49
2021-09-12,,,40
2021-09-19,,,32
2021-09-26,,,35
2021-10-03,,,36
2021-10-10,,,33
2021-10-17,,,29
2021-10-24,,,26
2021-10-31,,,31
2021-11-07,,,27
2021-11-14,,,31
2021-11-21,,,24
2021-11-28,,,38
2021-12-05,,,33
2021-12-12,,,27
2021-12-19,,,23
2021-12-26,,,28
